date,day_of_week,service_name,environment,team,compute_cost_usd,database_cost_usd,storage_cost_usd,network_cost_usd,total_daily_cost_usd,loan_applications_processed
2026-09-15,Wed,underwriting-engine,prod,risk-scoring,190.18,117.73,63.39,81.51,452.81,0
2026-09-15,Wed,underwriting-engine,staging,risk-scoring,58.52,36.23,19.51,25.08,139.34,0
2026-09-15,Wed,underwriting-engine,dev,risk-scoring,43.89,27.17,14.63,18.81,104.5,0
2026-09-15,Wed,credit-bureau-connector,prod,risk-scoring,190.18,117.73,63.39,81.51,452.81,0
2026-09-15,Wed,kyc-document-service,prod,lending-core,190.18,117.73,63.39,81.51,452.81,0
2026-09-15,Wed,kyc-document-service,staging,lending-core,58.52,36.23,19.51,25.08,139.34,0
2026-09-15,Wed,kyc-document-service,dev,lending-core,43.89,27.17,14.63,18.81,104.5,0
2026-09-15,Wed,payment-gateway-service,prod,payments,190.18,117.73,63.39,81.51,452.81,0
2026-09-15,Wed,disbursement-engine,prod,payments,190.18,117.73,63.39,81.51,452.81,0
2026-09-15,Wed,disbursement-engine,staging,payments,58.52,36.23,19.51,25.08,139.34,0
2026-09-15,Wed,collections-service,prod,lending-core,190.18,117.73,63.39,81.51,452.81,0
2026-09-15,Wed,ledger-accounting-service,prod,payments,190.18,117.73,63.39,81.51,452.81,0
2026-09-15,Wed,analytics-batch-pipeline,prod,data-eng,190.18,117.73,63.39,81.51,452.81,0
2026-09-15,Wed,feature-store-ml,prod,data-eng,190.18,117.73,63.39,81.51,452.81,0
2026-09-15,Wed,notification-service,prod,platform,190.18,117.73,63.39,81.51,452.81,0
2026-09-15,Wed,auth-identity-service,prod,platform,190.18,117.73,63.39,81.51,452.81,0
2026-09-15,Wed,api-gateway-mesh,prod,platform,190.18,117.73,63.39,81.51,452.81,0
2026-09-16,Thu,loan-application-service,prod,lending-core,190.18,117.73,63.39,81.51,452.81,19932
2026-09-16,Thu,loan-application-service,staging,lending-core,58.52,36.23,19.51,25.08,139.34,0
2026-09-16,Thu,loan-application-service,dev,lending-core,43.89,27.17,14.63,18.81,104.5,0
2026-09-16,Thu,underwriting-engine,prod,risk-scoring,190.18,117.73,63.39,81.51,452.81,0
2026-09-16,Thu,underwriting-engine,staging,risk-scoring,58.52,36.23,19.51,25.08,139.34,0
2026-09-16,Thu,underwriting-engine,dev,risk-scoring,43.89,27.17,14.63,18.81,104.5,0
2026-09-16,Thu,credit-bureau-connector,prod,risk-scoring,190.18,117.73,63.39,81.51,452.81,0
2026-09-16,Thu,kyc-document-service,prod,lending-core,190.18,117.73,63.39,81.51,452.81,0
2026-09-16,Thu,kyc-document-service,staging,lending-core,58.52,36.23,19.51,25.08,139.34,0
2026-09-16,Thu,kyc-document-service,dev,lending-core,43.89,27.17,14.63,18.81,104.5,0
2026-09-16,Thu,payment-gateway-service,prod,payments,190.18,117.73,63.39,81.51,452.81,0
2026-09-16,Thu,disbursement-engine,prod,payments,190.18,117.73,63.39,81.51,452.81,0
2026-09-16,Thu,disbursement-engine,staging,payments,58.52,36.23,19.51,25.08,139.34,0
2026-09-16,Thu,collections-service,prod,lending-core,190.18,117.73,63.39,81.51,452.81,0
2026-09-16,Thu,ledger-accounting-service,prod,payments,190.18,117.73,63.39,81.51,452.81,0
2026-09-16,Thu,analytics-batch-pipeline,prod,data-eng,190.18,117.73,63.39,81.51,452.81,0
2026-09-16,Thu,feature-store-ml,prod,data-eng,190.18,117.73,63.39,81.51,452.81,0
2026-09-16,Thu,notification-service,prod,platform,190.18,117.73,63.39,81.51,452.81,0
2026-09-16,Thu,auth-identity-service,prod,platform,190.18,117.73,63.39,81.51,452.81,0
2026-09-16,Thu,api-gateway-mesh,prod,platform,190.18,117.73,63.39,81.51,452.81,0
2026-09-17,Fri,loan-application-service,prod,lending-core,165.38,102.38,55.13,70.88,393.77,17333
2026-09-17,Fri,loan-application-service,staging,lending-core,50.88,31.5,16.96,21.81,121.15,0
2026-09-17,Fri,loan-application-service,dev,lending-core,38.16,23.62,12.72,16.36,90.86,0
2026-09-17,Fri,underwriting-engine,prod,risk-scoring,165.38,102.38,55.13,70.88,393.77,0
2026-09-17,Fri,underwriting-engine,staging,risk-scoring,50.88,31.5,16.96,21.81,121.15,0
2026-09-17,Fri,underwriting-engine,dev,risk-scoring,38.16,23.62,12.72,16.36,90.86,0
2026-09-17,Fri,credit-bureau-connector,prod,risk-scoring,165.38,102.38,55.13,70.88,393.77,0
2026-09-17,Fri,kyc-document-service,prod,lending-core,165.38,102.38,55.13,70.88,393.77,0
2026-09-17,Fri,kyc-document-service,staging,lending-core,50.88,31.5,16.96,21.81,121.15,0
2026-09-17,Fri,kyc-document-service,dev,lending-core,38.16,23.62,12.72,16.36,90.86,0
2026-09-17,Fri,payment-gateway-service,prod,payments,165.38,102.38,55.13,70.88,393.77,0
2026-09-17,Fri,disbursement-engine,prod,payments,165.38,102.38,55.13,70.88,393.77,0
2026-09-17,Fri,disbursement-engine,staging,payments,50.88,31.5,16.96,21.81,121.15,0
2026-09-17,Fri,collections-service,prod,lending-core,165.38,102.38,55.13,70.88,393.77,0
2026-09-17,Fri,ledger-accounting-service,prod,payments,165.38,102.38,55.13,70.88,393.77,0
2026-09-17,Fri,analytics-batch-pipeline,prod,data-eng,165.38,102.38,55.13,70.88,393.77,0
2026-09-17,Fri,feature-store-ml,prod,data-eng,165.38,102.38,55.13,70.88,393.77,0
2026-09-17,Fri,notification-service,prod,platform,165.38,102.38,55.13,70.88,393.77,0
2026-09-17,Fri,auth-identity-service,prod,platform,165.38,102.38,55.13,70.88,393.77,0
2026-09-17,Fri,api-gateway-mesh,prod,platform,165.38,102.38,55.13,70.88,393.77,0
2026-09-18,Sat,loan-application-service,prod,lending-core,140.57,87.02,46.86,60.24,334.69,14733
2026-09-18,Sat,loan-application-service,staging,lending-core,43.25,26.78,14.42,18.54,102.99,0
2026-09-18,Sat,loan-application-service,dev,lending-core,32.44,20.08,10.81,13.9,77.23,0
2026-09-18,Sat,underwriting-engine,prod,risk-scoring,140.57,87.02,46.86,60.24,334.69,0
2026-09-18,Sat,underwriting-engine,staging,risk-scoring,43.25,26.78,14.42,18.54,102.99,0
2026-09-18,Sat,underwriting-engine,dev,risk-scoring,32.44,20.08,10.81,13.9,77.23,0
2026-09-18,Sat,credit-bureau-connector,prod,risk-scoring,140.57,87.02,46.86,60.24,334.69,0
2026-09-18,Sat,kyc-document-service,prod,lending-core,140.57,87.02,46.86,60.24,334.69,0
2026-09-18,Sat,kyc-document-service,staging,lending-core,43.25,26.78,14.42,18.54,102.99,0
2026-09-18,Sat,kyc-document-service,dev,lending-core,32.44,20.08,10.81,13.9,77.23,0
2026-09-18,Sat,payment-gateway-service,prod,payments,140.57,87.02,46.86,60.24,334.69,0
2026-09-18,Sat,disbursement-engine,prod,payments,140.57,87.02,46.86,60.24,334.69,0
2026-09-18,Sat,disbursement-engine,staging,payments,43.25,26.78,14.42,18.54,102.99,0
2026-09-18,Sat,collections-service,prod,lending-core,140.57,87.02,46.86,60.24,334.69,0
2026-09-18,Sat,ledger-accounting-service,prod,payments,140.57,87.02,46.86,60.24,334.69,0
2026-09-18,Sat,analytics-batch-pipeline,prod,data-eng,140.57,87.02,46.86,60.24,334.69,0
2026-09-18,Sat,feature-store-ml,prod,data-eng,140.57,87.02,46.86,60.24,334.69,0
2026-09-18,Sat,notification-service,prod,platform,140.57,87.02,46.86,60.24,334.69,0
2026-09-18,Sat,auth-identity-service,prod,platform,140.57,87.02,46.86,60.24,334.69,0
2026-09-18,Sat,api-gateway-mesh,prod,platform,140.57,87.02,46.86,60.24,334.69,0
2026-09-19,Sun,loan-application-service,prod,lending-core,140.57,87.02,46.86,60.24,334.69,14733
2026-09-19,Sun,loan-application-service,staging,lending-core,43.25,26.78,14.42,18.54,102.99,0
2026-09-19,Sun,loan-application-service,dev,lending-core,32.44,20.08,10.81,13.9,77.23,0
2026-09-19,Sun,underwriting-engine,prod,risk-scoring,140.57,87.02,46.86,60.24,334.69,0
2026-09-19,Sun,underwriting-engine,staging,risk-scoring,43.25,26.78,14.42,18.54,102.99,0
2026-09-19,Sun,underwriting-engine,dev,risk-scoring,32.44,20.08,10.81,13.9,77.23,0
2026-09-19,Sun,credit-bureau-connector,prod,risk-scoring,140.57,87.02,46.86,60.24,334.69,0
2026-09-19,Sun,kyc-document-service,prod,lending-core,140.57,87.02,46.86,60.24,334.69,0
2026-09-19,Sun,kyc-document-service,staging,lending-core,43.25,26.78,14.42,18.54,102.99,0
2026-09-19,Sun,kyc-document-service,dev,lending-core,32.44,20.08,10.81,13.9,77.23,0
2026-09-19,Sun,payment-gateway-service,prod,payments,140.57,87.02,46.86,60.24,334.69,0
2026-09-19,Sun,disbursement-engine,prod,payments,140.57,87.02,46.86,60.24,334.69,0
2026-09-19,Sun,disbursement-engine,staging,payments,43.25,26.78,14.42,18.54,102.99,0
2026-09-19,Sun,collections-service,prod,lending-core,140.57,87.02,46.86,60.24,334.69,0
2026-09-19,Sun,ledger-accounting-service,prod,payments,140.57,87.02,46.86,60.24,334.69,0
2026-09-19,Sun,analytics-batch-pipeline,prod,data-eng,140.57,87.02,46.86,60.24,334.69,0
2026-09-19,Sun,feature-store-ml,prod,data-eng,140.57,87.02,46.86,60.24,334.69,0
2026-09-19,Sun,notification-service,prod,platform,140.57,87.02,46.86,60.24,334.69,0
2026-09-19,Sun,auth-identity-service,prod,platform,140.57,87.02,46.86,60.24,334.69,0
2026-09-19,Sun,api-gateway-mesh,prod,platform,140.57,87.02,46.86,60.24,334.69,0
2026-09-20,Mon,loan-application-service,prod,lending-core,165.38,102.38,55.13,70.88,393.77,17333
2026-09-20,Mon,loan-application-service,staging,lending-core,50.88,31.5,16.96,21.81,121.15,0
2026-09-20,Mon,loan-application-service,dev,lending-core,38.16,23.62,12.72,16.36,90.86,0
2026-09-20,Mon,underwriting-engine,prod,risk-scoring,165.38,102.38,55.13,70.88,393.77,0
2026-09-20,Mon,underwriting-engine,staging,risk-scoring,50.88,31.5,16.96,21.81,121.15,0
2026-09-20,Mon,underwriting-engine,dev,risk-scoring,38.16,23.62,12.72,16.36,90.86,0
2026-09-20,Mon,credit-bureau-connector,prod,risk-scoring,165.38,102.38,55.13,70.88,393.77,0
2026-09-20,Mon,kyc-document-service,prod,lending-core,165.38,102.38,55.13,70.88,393.77,0
2026-09-20,Mon,kyc-document-service,staging,lending-core,50.88,31.5,16.96,21.81,121.15,0
2026-09-20,Mon,kyc-document-service,dev,lending-core,38.16,23.62,12.72,16.36,90.86,0
2026-09-20,Mon,payment-gateway-service,prod,payments,165.38,102.38,55.13,70.88,393.77,0
2026-09-20,Mon,disbursement-engine,prod,payments,165.38,102.38,55.13,70.88,393.77,0
2026-09-20,Mon,disbursement-engine,staging,payments,50.88,31.5,16.96,21.81,121.15,0
2026-09-20,Mon,collections-service,prod,lending-core,165.38,102.38,55.13,70.88,393.77,0
2026-09-20,Mon,ledger-accounting-service,prod,payments,165.38,102.38,55.13,70.88,393.77,0
2026-09-20,Mon,analytics-batch-pipeline,prod,data-eng,165.38,102.38,55.13,70.88,393.77,0
2026-09-20,Mon,feature-store-ml,prod,data-eng,165.38,102.38,55.13,70.88,393.77,0
2026-09-20,Mon,notification-service,prod,platform,165.38,102.38,55.13,70.88,393.77,0
2026-09-20,Mon,auth-identity-service,prod,platform,165.38,102.38,55.13,70.88,393.77,0
2026-09-20,Mon,api-gateway-mesh,prod,platform,165.38,102.38,55.13,70.88,393.77,0
2026-09-21,Tue,loan-application-service,prod,lending-core,165.38,102.38,55.13,70.88,393.77,17333
2026-09-21,Tue,loan-application-service,staging,lending-core,50.88,31.5,16.96,21.81,121.15,0
2026-09-21,Tue,loan-application-service,dev,lending-core,38.16,23.62,12.72,16.36,90.86,0
2026-09-21,Tue,underwriting-engine,prod,risk-scoring,165.38,102.38,55.13,70.88,393.77,0
2026-09-21,Tue,underwriting-engine,staging,risk-scoring,50.88,31.5,16.96,21.81,121.15,0
2026-09-21,Tue,underwriting-engine,dev,risk-scoring,38.16,23.62,12.72,16.36,90.86,0
2026-09-21,Tue,credit-bureau-connector,prod,risk-scoring,165.38,102.38,55.13,70.88,393.77,0
2026-09-21,Tue,kyc-document-service,prod,lending-core,165.38,102.38,55.13,70.88,393.77,0
2026-09-21,Tue,kyc-document-service,staging,lending-core,50.88,31.5,16.96,21.81,121.15,0
2026-09-21,Tue,kyc-document-service,dev,lending-core,38.16,23.62,12.72,16.36,90.86,0
2026-09-21,Tue,payment-gateway-service,prod,payments,165.38,102.38,55.13,70.88,393.77,0
2026-09-21,Tue,disbursement-engine,prod,payments,165.38,102.38,55.13,70.88,393.77,0
2026-09-21,Tue,disbursement-engine,staging,payments,50.88,31.5,16.96,21.81,121.15,0
2026-09-21,Tue,collections-service,prod,lending-core,165.38,102.38,55.13,70.88,393.77,0
2026-09-21,Tue,ledger-accounting-service,prod,payments,165.38,102.38,55.13,70.88,393.77,0
2026-09-21,Tue,analytics-batch-pipeline,prod,data-eng,165.38,102.38,55.13,70.88,393.77,0
2026-09-21,Tue,feature-store-ml,prod,data-eng,165.38,102.38,55.13,70.88,393.77,0
2026-09-21,Tue,notification-service,prod,platform,165.38,102.38,55.13,70.88,393.77,0
2026-09-21,Tue,auth-identity-service,prod,platform,165.38,102.38,55.13,70.88,393.77,0
2026-09-21,Tue,api-gateway-mesh,prod,platform,165.38,102.38,55.13,70.88,393.77,0
2026-09-22,Wed,loan-application-service,prod,lending-core,165.38,102.38,55.13,70.88,393.77,17333
2026-09-22,Wed,loan-application-service,staging,lending-core,50.88,31.5,16.96,21.81,121.15,0
2026-09-22,Wed,loan-application-service,dev,lending-core,38.16,23.62,12.72,16.36,90.86,0
2026-09-22,Wed,underwriting-engine,prod,risk-scoring,165.38,102.38,55.13,70.88,393.77,0
2026-09-22,Wed,underwriting-engine,staging,risk-scoring,50.88,31.5,16.96,21.81,121.15,0
2026-09-22,Wed,underwriting-engine,dev,risk-scoring,38.16,23.62,12.72,16.36,90.86,0
2026-09-22,Wed,credit-bureau-connector,prod,risk-scoring,165.38,102.38,55.13,70.88,393.77,0
2026-09-22,Wed,kyc-document-service,prod,lending-core,165.38,102.38,55.13,70.88,393.77,0
2026-09-22,Wed,kyc-document-service,staging,lending-core,50.88,31.5,16.96,21.81,121.15,0
2026-09-22,Wed,kyc-document-service,dev,lending-core,38.16,23.62,12.72,16.36,90.86,0
2026-09-22,Wed,payment-gateway-service,prod,payments,165.38,102.38,55.13,70.88,393.77,0
2026-09-22,Wed,disbursement-engine,prod,payments,165.38,102.38,55.13,70.88,393.77,0
2026-09-22,Wed,disbursement-engine,staging,payments,50.88,31.5,16.96,21.81,121.15,0
2026-09-22,Wed,collections-service,prod,lending-core,165.38,102.38,55.13,70.88,393.77,0
2026-09-22,Wed,ledger-accounting-service,prod,payments,165.38,102.38,55.13,70.88,393.77,0
2026-09-22,Wed,analytics-batch-pipeline,prod,data-eng,165.38,102.38,55.13,70.88,393.77,0
2026-09-22,Wed,feature-store-ml,prod,data-eng,165.38,102.38,55.13,70.88,393.77,0
2026-09-22,Wed,notification-service,prod,platform,165.38,102.38,55.13,70.88,393.77,0
2026-09-22,Wed,auth-identity-service,prod,platform,165.38,102.38,55.13,70.88,393.77,0
2026-09-22,Wed,api-gateway-mesh,prod,platform,165.38,102.38,55.13,70.88,393.77,0
2026-09-23,Thu,loan-application-service,prod,lending-core,165.38,102.38,55.13,70.88,393.77,17333
2026-09-23,Thu,loan-application-service,staging,lending-core,50.88,31.5,16.96,21.81,121.15,0
2026-09-23,Thu,loan-application-service,dev,lending-core,38.16,23.62,12.72,16.36,90.86,0
2026-09-23,Thu,underwriting-engine,prod,risk-scoring,165.38,102.38,55.13,70.88,393.77,0
2026-09-23,Thu,underwriting-engine,staging,risk-scoring,50.88,31.5,16.96,21.81,121.15,0
2026-09-23,Thu,underwriting-engine,dev,risk-scoring,38.16,23.62,12.72,16.36,90.86,0
2026-09-23,Thu,credit-bureau-connector,prod,risk-scoring,165.38,102.38,55.13,70.88,393.77,0
2026-09-23,Thu,kyc-document-service,prod,lending-core,165.38,102.38,55.13,70.88,393.77,0
2026-09-23,Thu,kyc-document-service,staging,lending-core,50.88,31.5,16.96,21.81,121.15,0
2026-09-23,Thu,kyc-document-service,dev,lending-core,38.16,23.62,12.72,16.36,90.86,0
2026-09-23,Thu,payment-gateway-service,prod,payments,165.38,102.38,55.13,70.88,393.77,0
2026-09-23,Thu,disbursement-engine,prod,payments,165.38,102.38,55.13,70.88,393.77,0
2026-09-23,Thu,disbursement-engine,staging,payments,50.88,31.5,16.96,21.81,121.15,0
2026-09-23,Thu,collections-service,prod,lending-core,165.38,102.38,55.13,70.88,393.77,0
2026-09-23,Thu,ledger-accounting-service,prod,payments,165.38,102.38,55.13,70.88,393.77,0
2026-09-23,Thu,analytics-batch-pipeline,prod,data-eng,165.38,102.38,55.13,70.88,393.77,0
2026-09-23,Thu,feature-store-ml,prod,data-eng,165.38,102.38,55.13,70.88,393.77,0
2026-09-23,Thu,notification-service,prod,platform,165.38,102.38,55.13,70.88,393.77,0
2026-09-23,Thu,auth-identity-service,prod,platform,165.38,102.38,55.13,70.88,393.77,0
2026-09-23,Thu,api-gateway-mesh,prod,platform,165.38,102.38,55.13,70.88,393.77,0
2026-09-24,Fri,loan-application-service,prod,lending-core,165.38,102.38,55.13,70.88,393.77,17333
2026-09-24,Fri,loan-application-service,staging,lending-core,50.88,31.5,16.96,21.81,121.15,0
2026-09-24,Fri,loan-application-service,dev,lending-core,38.16,23.62,12.72,16.36,90.86,0
2026-09-24,Fri,underwriting-engine,prod,risk-scoring,165.38,102.38,55.13,70.88,393.77,0
2026-09-24,Fri,underwriting-engine,staging,risk-scoring,50.88,31.5,16.96,21.81,121.15,0
2026-09-24,Fri,underwriting-engine,dev,risk-scoring,38.16,23.62,12.72,16.36,90.86,0
2026-09-24,Fri,credit-bureau-connector,prod,risk-scoring,165.38,102.38,55.13,70.88,393.77,0
2026-09-24,Fri,kyc-document-service,prod,lending-core,165.38,102.38,55.13,70.88,393.77,0
2026-09-24,Fri,kyc-document-service,staging,lending-core,50.88,31.5,16.96,21.81,121.15,0
2026-09-24,Fri,kyc-document-service,dev,lending-core,38.16,23.62,12.72,16.36,90.86,0
2026-09-24,Fri,payment-gateway-service,prod,payments,165.38,102.38,55.13,70.88,393.77,0
2026-09-24,Fri,disbursement-engine,prod,payments,165.38,102.38,55.13,70.88,393.77,0
2026-09-24,Fri,disbursement-engine,staging,payments,50.88,31.5,16.96,21.81,121.15,0
2026-09-24,Fri,collections-service,prod,lending-core,165.38,102.38,55.13,70.88,393.77,0
2026-09-24,Fri,ledger-accounting-service,prod,payments,165.38,102.38,55.13,70.88,393.77,0
2026-09-24,Fri,analytics-batch-pipeline,prod,data-eng,165.38,102.38,55.13,70.88,393.77,0
2026-09-24,Fri,feature-store-ml,prod,data-eng,165.38,102.38,55.13,70.88,393.77,0
2026-09-24,Fri,notification-service,prod,platform,165.38,102.38,55.13,70.88,393.77,0
2026-09-24,Fri,auth-identity-service,prod,platform,165.38,102.38,55.13,70.88,393.77,0
2026-09-24,Fri,api-gateway-mesh,prod,platform,165.38,102.38,55.13,70.88,393.77,0
2026-09-25,Sat,loan-application-service,prod,lending-core,140.57,87.02,46.86,60.24,334.69,14733
2026-09-25,Sat,loan-application-service,staging,lending-core,43.25,26.78,14.42,18.54,102.99,0
2026-09-25,Sat,loan-application-service,dev,lending-core,32.44,20.08,10.81,13.9,77.23,0
2026-09-25,Sat,underwriting-engine,prod,risk-scoring,140.57,87.02,46.86,60.24,334.69,0
2026-09-25,Sat,underwriting-engine,staging,risk-scoring,43.25,26.78,14.42,18.54,102.99,0
2026-09-25,Sat,underwriting-engine,dev,risk-scoring,32.44,20.08,10.81,13.9,77.23,0
2026-09-25,Sat,credit-bureau-connector,prod,risk-scoring,140.57,87.02,46.86,60.24,334.69,0
2026-09-25,Sat,kyc-document-service,prod,lending-core,140.57,87.02,46.86,60.24,334.69,0
2026-09-25,Sat,kyc-document-service,staging,lending-core,43.25,26.78,14.42,18.54,102.99,0
2026-09-25,Sat,kyc-document-service,dev,lending-core,32.44,20.08,10.81,13.9,77.23,0
2026-09-25,Sat,payment-gateway-service,prod,payments,140.57,87.02,46.86,60.24,334.69,0
2026-09-25,Sat,disbursement-engine,prod,payments,140.57,87.02,46.86,60.24,334.69,0
2026-09-25,Sat,disbursement-engine,staging,payments,43.25,26.78,14.42,18.54,102.99,0
2026-09-25,Sat,collections-service,prod,lending-core,140.57,87.02,46.86,60.24,334.69,0
2026-09-25,Sat,ledger-accounting-service,prod,payments,140.57,87.02,46.86,60.24,334.69,0
2026-09-25,Sat,analytics-batch-pipeline,prod,data-eng,140.57,87.02,46.86,60.24,334.69,0
2026-09-25,Sat,feature-store-ml,prod,data-eng,140.57,87.02,46.86,60.24,334.69,0
2026-09-25,Sat,notification-service,prod,platform,140.57,87.02,46.86,60.24,334.69,0
2026-09-25,Sat,auth-identity-service,prod,platform,140.57,87.02,46.86,60.24,334.69,0
2026-09-25,Sat,api-gateway-mesh,prod,platform,140.57,87.02,46.86,60.24,334.69,0
2026-09-26,Sun,loan-application-service,prod,lending-core,140.57,87.02,46.86,60.24,334.69,14733
2026-09-26,Sun,loan-application-service,staging,lending-core,43.25,26.78,14.42,18.54,102.99,0
2026-09-26,Sun,loan-application-service,dev,lending-core,32.44,20.08,10.81,13.9,77.23,0
2026-09-26,Sun,underwriting-engine,prod,risk-scoring,140.57,87.02,46.86,60.24,334.69,0
2026-09-26,Sun,underwriting-engine,staging,risk-scoring,43.25,26.78,14.42,18.54,102.99,0
2026-09-26,Sun,underwriting-engine,dev,risk-scoring,32.44,20.08,10.81,13.9,77.23,0
2026-09-26,Sun,credit-bureau-connector,prod,risk-scoring,140.57,87.02,46.86,60.24,334.69,0
2026-09-26,Sun,kyc-document-service,prod,lending-core,140.57,87.02,46.86,60.24,334.69,0
2026-09-26,Sun,kyc-document-service,staging,lending-core,43.25,26.78,14.42,18.54,102.99,0
2026-09-26,Sun,kyc-document-service,dev,lending-core,32.44,20.08,10.81,13.9,77.23,0
2026-09-26,Sun,payment-gateway-service,prod,payments,140.57,87.02,46.86,60.24,334.69,0
2026-09-26,Sun,disbursement-engine,prod,payments,140.57,87.02,46.86,60.24,334.69,0
2026-09-26,Sun,disbursement-engine,staging,payments,43.25,26.78,14.42,18.54,102.99,0
2026-09-26,Sun,collections-service,prod,lending-core,140.57,87.02,46.86,60.24,334.69,0
2026-09-26,Sun,ledger-accounting-service,prod,payments,140.57,87.02,46.86,60.24,334.69,0
2026-09-26,Sun,analytics-batch-pipeline,prod,data-eng,140.57,87.02,46.86,60.24,334.69,0
2026-09-26,Sun,feature-store-ml,prod,data-eng,140.57,87.02,46.86,60.24,334.69,0
2026-09-26,Sun,notification-service,prod,platform,140.57,87.02,46.86,60.24,334.69,0
2026-09-26,Sun,auth-identity-service,prod,platform,140.57,87.02,46.86,60.24,334.69,0
2026-09-26,Sun,api-gateway-mesh,prod,platform,140.57,87.02,46.86,60.24,334.69,0
2026-09-27,Mon,loan-application-service,prod,lending-core,165.38,102.38,55.13,70.88,393.77,17333
2026-09-27,Mon,loan-application-service,staging,lending-core,50.88,31.5,16.96,21.81,121.15,0
2026-09-27,Mon,loan-application-service,dev,lending-core,38.16,23.62,12.72,16.36,90.86,0
2026-09-27,Mon,underwriting-engine,prod,risk-scoring,165.38,102.38,55.13,70.88,393.77,0
2026-09-27,Mon,underwriting-engine,staging,risk-scoring,50.88,31.5,16.96,21.81,121.15,0
2026-09-27,Mon,underwriting-engine,dev,risk-scoring,38.16,23.62,12.72,16.36,90.86,0
2026-09-27,Mon,credit-bureau-connector,prod,risk-scoring,165.38,102.38,55.13,70.88,393.77,0
2026-09-27,Mon,kyc-document-service,prod,lending-core,165.38,102.38,55.13,70.88,393.77,0
2026-09-27,Mon,kyc-document-service,staging,lending-core,50.88,31.5,16.96,21.81,121.15,0
2026-09-27,Mon,kyc-document-service,dev,lending-core,38.16,23.62,12.72,16.36,90.86,0
2026-09-27,Mon,payment-gateway-service,prod,payments,165.38,102.38,55.13,70.88,393.77,0
2026-09-27,Mon,disbursement-engine,prod,payments,165.38,102.38,55.13,70.88,393.77,0
2026-09-27,Mon,disbursement-engine,staging,payments,50.88,31.5,16.96,21.81,121.15,0
2026-09-27,Mon,collections-service,prod,lending-core,165.38,102.38,55.13,70.88,393.77,0
2026-09-27,Mon,ledger-accounting-service,prod,payments,165.38,102.38,55.13,70.88,393.77,0
2026-09-27,Mon,analytics-batch-pipeline,prod,data-eng,165.38,102.38,55.13,70.88,393.77,0
2026-09-27,Mon,feature-store-ml,prod,data-eng,165.38,102.38,55.13,70.88,393.77,0
2026-09-27,Mon,notification-service,prod,platform,165.38,102.38,55.13,70.88,393.77,0
2026-09-27,Mon,auth-identity-service,prod,platform,165.38,102.38,55.13,70.88,393.77,0
2026-09-27,Mon,api-gateway-mesh,prod,platform,165.38,102.38,55.13,70.88,393.77,0
2026-09-28,Tue,loan-application-service,prod,lending-core,165.38,102.38,55.13,70.88,393.77,17333
2026-09-28,Tue,loan-application-service,staging,lending-core,50.88,31.5,16.96,21.81,121.15,0
2026-09-28,Tue,loan-application-service,dev,lending-core,38.16,23.62,12.72,16.36,90.86,0
2026-09-28,Tue,underwriting-engine,prod,risk-scoring,165.38,102.38,55.13,70.88,393.77,0
2026-09-28,Tue,underwriting-engine,staging,risk-scoring,50.88,31.5,16.96,21.81,121.15,0
2026-09-28,Tue,underwriting-engine,dev,risk-scoring,38.16,23.62,12.72,16.36,90.86,0
2026-09-28,Tue,credit-bureau-connector,prod,risk-scoring,165.38,102.38,55.13,70.88,393.77,0
2026-09-28,Tue,kyc-document-service,prod,lending-core,165.38,102.38,55.13,70.88,393.77,0
2026-09-28,Tue,kyc-document-service,staging,lending-core,50.88,31.5,16.96,21.81,121.15,0
2026-09-28,Tue,kyc-document-service,dev,lending-core,38.16,23.62,12.72,16.36,90.86,0
2026-09-28,Tue,payment-gateway-service,prod,payments,165.38,102.38,55.13,70.88,393.77,0
2026-09-28,Tue,disbursement-engine,prod,payments,165.38,102.38,55.13,70.88,393.77,0
2026-09-28,Tue,disbursement-engine,staging,payments,50.88,31.5,16.96,21.81,121.15,0
2026-09-28,Tue,collections-service,prod,lending-core,165.38,102.38,55.13,70.88,393.77,0
2026-09-28,Tue,ledger-accounting-service,prod,payments,165.38,102.38,55.13,70.88,393.77,0
2026-09-28,Tue,analytics-batch-pipeline,prod,data-eng,165.38,102.38,55.13,70.88,393.77,0
2026-09-28,Tue,feature-store-ml,prod,data-eng,165.38,102.38,55.13,70.88,393.77,0
2026-09-28,Tue,notification-service,prod,platform,165.38,102.38,55.13,70.88,393.77,0
2026-09-28,Tue,auth-identity-service,prod,platform,165.38,102.38,55.13,70.88,393.77,0
2026-09-28,Tue,api-gateway-mesh,prod,platform,165.38,102.38,55.13,70.88,393.77,0
2026-09-29,Wed,loan-application-service,prod,lending-core,223.26,138.21,74.42,95.68,531.57,23399
2026-09-29,Wed,loan-application-service,staging,lending-core,68.69,42.53,22.9,29.44,163.56,0
2026-09-29,Wed,loan-application-service,dev,lending-core,51.52,31.89,17.17,22.08,122.66,0
2026-09-29,Wed,underwriting-engine,prod,risk-scoring,223.26,138.21,74.42,95.68,531.57,0
2026-09-29,Wed,underwriting-engine,staging,risk-scoring,68.69,42.53,22.9,29.44,163.56,0
2026-09-29,Wed,underwriting-engine,dev,risk-scoring,51.52,31.89,17.17,22.08,122.66,0
2026-09-29,Wed,credit-bureau-connector,prod,risk-scoring,223.26,138.21,74.42,95.68,531.57,0
